Gene_name	Basic_transcript
AC093831.2	ENST00000624393
AC093831.1	ENST00000509166
AC093902.1	ENST00000655194
AC025554.1	ENST00000505641
RNU6-224P	ENST00000384055
LINC02377	ENST00000652848;ENST00000654488
AC105424.1	ENST00000514583
RN7SL205P	ENST00000490174
SNHG27	ENST00000657220;ENST00000658913;ENST00000664137
AC107393.1	ENST00000512403
RPL7AP28	ENST00000464513
AC096711.2	ENST00000510592
AC093916.1	ENST00000652009;ENST00000420721
AC096711.1	ENST00000510967
ELL2P2	ENST00000515135
AC114741.1	ENST00000504357
LINC01256	ENST00000667267
AARS1P1	ENST00000514795
AC115622.1	ENST00000509628
AC110751.1	ENST00000511916
AC105383.1	ENST00000667505
R3HDM2P1	ENST00000505381
PCDH10	ENST00000264360;ENST00000618019
AC108052.1	ENST00000669848
AC105252.1	ENST00000408710;ENST00000503089
AC079380.1	ENST00000507844
AC015631.1	ENST00000670570;ENST00000654404;ENST00000665766;ENST00000663875;ENST00000667687;ENST00000656052;ENST00000671422;ENST00000665122;ENST00000669907;ENST00000504728;ENST00000654413;ENST00000657106
AC096763.1	ENST00000582089;ENST00000651116
PABPC4L	ENST00000421491
PES1P1	ENST00000508165
LINC02462	ENST00000666281;ENST00000670860;ENST00000666371
AC093722.1	ENST00000504882
AC104619.2	ENST00000514293
AC104619.4	ENST00000510773
AC104619.1	ENST00000459634
AC104619.3	ENST00000509116
AC107463.1	ENST00000508605;ENST00000514526;ENST00000509713
LINC02485	ENST00000511899
RNU6-569P	ENST00000384459
KRT18P54	ENST00000513396
AC108867.1	ENST00000385114
TARS2P1	ENST00000506124
AC105362.1	ENST00000511234
LINC00613	ENST00000504365
RNU1-89P	ENST00000384592
AC104136.1	ENST00000512969
AC073429.2	ENST00000569694
AC018680.1	ENST00000513332;ENST00000500324
AC073429.1	ENST00000511749
TERF1P3	ENST00000505638
AC093875.1	ENST00000623688;ENST00000584609
LINC02511	ENST00000656956;ENST00000652184
LINC02510	ENST00000509798
AC060835.1	ENST00000410594
SERF1AP1	ENST00000514575
STMN1P2	ENST00000508435
RPS23P2	ENST00000463671
PCDH18	ENST00000344876;ENST00000412923;ENST00000507846;ENST00000511115;ENST00000510305;ENST00000611581
LINC02172	ENST00000507365
AC116563.2	ENST00000624751
AC116563.1	ENST00000505454
AC131956.2	ENST00000510922;ENST00000671270
AC131956.3	ENST00000659076
AC131956.1	ENST00000506420
AC097511.1	ENST00000655176
LINC00616	ENST00000656520;ENST00000514600;ENST00000666002;ENST00000654116
SLC7A11-AS1	ENST00000510066;ENST00000510767
SLC7A11	ENST00000280612
AC093903.1	ENST00000507220
LINC00498	ENST00000504369
LINC00499	ENST00000671213;ENST00000664556;ENST00000507145;ENST00000669857;ENST00000659710;ENST00000661748;ENST00000662169;ENST00000665940;ENST00000663528;ENST00000653577
LINC00500	ENST00000515860
AC105416.1	ENST00000506991
AC098859.1	ENST00000502915
AC098859.2	ENST00000506232
AC093766.1	ENST00000666509;ENST00000408086
AC109927.1	ENST00000511951;ENST00000507038
AC109927.2	ENST00000506416
NOCT	ENST00000280614
AC093602.1	ENST00000580602
ELF2	ENST00000394235;ENST00000379550;ENST00000358635;ENST00000379549;ENST00000510408
RNU6-531P	ENST00000516694
RN7SL382P	ENST00000482631
PPP1R14BP3	ENST00000509033
RN7SL311P	ENST00000579858
RNU6-506P	ENST00000516553
RNU6-1074P	ENST00000383995
MGARP	ENST00000398955
NDUFC1	ENST00000544855;ENST00000539002;ENST00000394228;ENST00000539387;ENST00000394223;ENST00000505036
NAA15	ENST00000296543;ENST00000398947;ENST00000515576
RNU6-1214P	ENST00000363650
AC097376.3	ENST00000608661;ENST00000608345;ENST00000608663;ENST00000609359;ENST00000610159
AC097376.2	ENST00000602907;ENST00000512815
RAB33B	ENST00000652268;ENST00000305626
SETD7	ENST00000506866;ENST00000274031;ENST00000404104;ENST00000406354;ENST00000608958
FTH1P24	ENST00000503502
AC112236.2	ENST00000608402
AC112236.3	ENST00000653387
AC112236.1	ENST00000561977
MGST2	ENST00000616265;ENST00000265498;ENST00000506797
RN7SKP237	ENST00000364663
H3P16	ENST00000230495
MAML3	ENST00000509479;ENST00000398940
AC108053.1	ENST00000661355
RN7SKP253	ENST00000516424
AC131182.1	ENST00000509184
SCOC	ENST00000394205;ENST00000338517;ENST00000394203;ENST00000506322;ENST00000512749;ENST00000614192;ENST00000608372;ENST00000506597;ENST00000394201;ENST00000510586;ENST00000502535
SCOC-AS1	ENST00000658255;ENST00000664103;ENST00000609616
NDUFB4P9	ENST00000511646
RPL14P3	ENST00000476715
CLGN	ENST00000325617;ENST00000414773
MGAT4D	ENST00000511113;ENST00000515354;ENST00000503109
AC093671.1	ENST00000624981
ELMOD2	ENST00000511887;ENST00000323570
UCP1	ENST00000262999
AC108019.2	ENST00000669079
RN7SL152P	ENST00000484176
AC108019.1	ENST00000512540
TBC1D9	ENST00000442267
TNRC18P1	ENST00000502875
AC096733.2	ENST00000503844
AC096733.3	ENST00000609937
RNF150	ENST00000515673;ENST00000306799;ENST00000420921;ENST00000506101;ENST00000507500
ZNF330	ENST00000262990
AC107220.1	ENST00000514347
LINC02432	ENST00000653420;ENST00000509161;ENST00000659781
AC097504.1	ENST00000515103
AC097504.2	ENST00000608088
LINC02276	ENST00000508388
IL15	ENST00000320650;ENST00000296545;ENST00000514653;ENST00000529613;ENST00000477265;ENST00000394159
INPP4B	ENST00000513000;ENST00000262992;ENST00000508116;ENST00000509777;ENST00000506217;ENST00000507861;ENST00000630044
RPL5P13	ENST00000462840
LSM3P4	ENST00000502948
AC139720.2	ENST00000514766
AC139720.1	ENST00000509497
AC104596.1	ENST00000507826;ENST00000657857
AC104596.2	ENST00000512793
USP38	ENST00000510377;ENST00000307017
AC097658.3	ENST00000512715
GAB1	ENST00000262995;ENST00000262994;ENST00000505913
MIR3139	ENST00000579145
AC097658.2	ENST00000475555
AC097658.4	ENST00000666597
RPSAP36	ENST00000494591;ENST00000465940
AC104685.1	ENST00000502445
SMARCA5-AS1	ENST00000500800
SMARCA5	ENST00000283131
AC139713.1	ENST00000515019;ENST00000512366
AC107223.1	ENST00000511042;ENST00000499587;ENST00000641556;ENST00000669148;ENST00000509873;ENST00000641741;ENST00000506982;ENST00000671307;ENST00000653310;ENST00000642059;ENST00000651102;ENST00000641428
GUSBP5	ENST00000510805;ENST00000418136
FREM3	ENST00000329798
AC104090.1	ENST00000506341
GYPE	ENST00000358615;ENST00000437468
AC093890.1	ENST00000502554
GYPB	ENST00000429670;ENST00000502664;ENST00000513128;ENST00000506516;ENST00000638448
AC093890.2	ENST00000652283
GYPA	ENST00000616983;ENST00000641688;ENST00000360771;ENST00000642295;ENST00000324022;ENST00000646447;ENST00000535709;ENST00000643148;ENST00000642713;ENST00000512064;ENST00000512789;ENST00000504786;ENST00000503627
AC098588.3	ENST00000650526;ENST00000648340
AC098588.2	ENST00000649263
AC106871.1	ENST00000568324
KRT18P51	ENST00000504966
HHIP-AS1	ENST00000665214;ENST00000503066;ENST00000512359
HHIP	ENST00000296575;ENST00000434550
ANAPC10	ENST00000613466;ENST00000507656;ENST00000451299;ENST00000309439;ENST00000512680
HSPD1P5	ENST00000511127
AC109811.1	ENST00000512833;ENST00000669995;ENST00000670304
AC109811.2	ENST00000509609
RN7SKP235	ENST00000410662
ABCE1	ENST00000296577
OTUD4	ENST00000454497;ENST00000447906;ENST00000509620
RPS23P4	ENST00000487908
LINC02266	ENST00000664112
RTN3P1	ENST00000536295
AC079228.1	ENST00000624774
AC093796.1	ENST00000658284
NMNAT1P4	ENST00000505598
SMAD1	ENST00000302085;ENST00000394092;ENST00000515385
SMAD1-AS2	ENST00000508936
SMAD1-AS1	ENST00000513542
MMAA	ENST00000649704;ENST00000649173;ENST00000649156;ENST00000648388;ENST00000541599
NCOA4P3	ENST00000513203
AC093864.1	ENST00000504555
C4orf51	ENST00000438731
ZNF827	ENST00000508784;ENST00000503462;ENST00000513320;ENST00000379448;ENST00000656985;ENST00000652097;ENST00000513840
AC104791.2	ENST00000623323
AC104791.1	ENST00000514334
AC108206.2	ENST00000570186
LINC01095	ENST00000652711;ENST00000507726
AC097372.1	ENST00000401236;ENST00000510996
LSM6	ENST00000296581;ENST00000649747;ENST00000502781
AC097372.2	ENST00000625025
REELD1	ENST00000636502
AC097372.3	ENST00000623665
SLC10A7	ENST00000432059;ENST00000335472;ENST00000507030;ENST00000394059;ENST00000511374;ENST00000502607
RNU1-44P	ENST00000384453
POU4F2	ENST00000281321
AC093887.1	ENST00000584185
TTC29	ENST00000513335;ENST00000325106;ENST00000398886;ENST00000504425
AC092435.2	ENST00000515530
AC092435.1	ENST00000513711;ENST00000512752
AC092435.3	ENST00000565538
AC092435.4	ENST00000623012
AC097450.1	ENST00000669874;ENST00000671296
MIR548G	ENST00000408442
AC010683.1	ENST00000473673
PRMT5P1	ENST00000514351
EDNRA	ENST00000324300;ENST00000358556;ENST00000511804;ENST00000648866;ENST00000651419;ENST00000506066
AC093908.1	ENST00000623125
GTF2F2P1	ENST00000511083
LINC02507	ENST00000509370;ENST00000652998
AC093835.1	ENST00000508072
TMEM184C	ENST00000508208;ENST00000296582
PRMT9	ENST00000322396
ARHGAP10	ENST00000336498
RNA5SP165	ENST00000517142
MIR4799	ENST00000578951
RN7SL254P	ENST00000460609
AC115621.1	ENST00000604653
NR3C2	ENST00000344721;ENST00000358102;ENST00000625323;ENST00000512865;ENST00000511528
AC069272.1	ENST00000514843
AC002460.2	ENST00000669991;ENST00000661928
ASS1P8	ENST00000504437
RNA5SP166	ENST00000364976
AC108935.1	ENST00000504874
ATP5MGP4	ENST00000434169
AC093648.1	ENST00000623546
AC002460.1	ENST00000504394;ENST00000657933
RNU7-197P	ENST00000458836
AC108156.1	ENST00000507849
LINC02430	ENST00000668418
LINC02355	ENST00000656499;ENST00000503100
IQCM	ENST00000636793;ENST00000636414
AC108168.1	ENST00000665742
AC093893.1	ENST00000505781
AKIRIN2P1	ENST00000505898
RNA5SP167	ENST00000365461
RNU6-1230P	ENST00000384393
AC105343.1	ENST00000505586
AC105343.2	ENST00000654977
DCLK2	ENST00000296550;ENST00000635524;ENST00000506325;ENST00000302176
RNU7-194P	ENST00000459053
LRBA	ENST00000651943;ENST00000357115;ENST00000510413;ENST00000507224
AC092612.1	ENST00000514501
AC110813.1	ENST00000507934;ENST00000408308
MAB21L2	ENST00000317605
ZBTB8OSP1	ENST00000342688
RNA5SP168	ENST00000516642
AK4P6	ENST00000505168
RPS3A	ENST00000509736;ENST00000274065;ENST00000514682;ENST00000512690;ENST00000506126
SNORD73	ENST00000364394
SH3D19	ENST00000409598;ENST00000304527;ENST00000409252;ENST00000514152;ENST00000604030;ENST00000652233;ENST00000427414
SNORD73A	ENST00000386062
AC095055.1	ENST00000603472
AC104819.1	ENST00000504587
PRSS48	ENST00000455694;ENST00000441586
AC104819.2	ENST00000507181
RNU6-1282P	ENST00000516735
AC104819.3	ENST00000603264
FAM160A1-DT	ENST00000508847
FAM160A1	ENST00000435205;ENST00000505231
AC097455.1	ENST00000408730
RN7SKP35	ENST00000517210
GATB	ENST00000263985;ENST00000515812;ENST00000512306;ENST00000508611
AC092611.1	ENST00000514269
AC107074.1	ENST00000653501;ENST00000659253
AC112242.2	ENST00000660869
AC112242.1	ENST00000515805
AC097375.2	ENST00000667963
AC097375.1	ENST00000507949
AC097375.4	ENST00000652265
AC097375.3	ENST00000515329
RNA5SP169	ENST00000517268
AC097375.5	ENST00000671146;ENST00000658268
LINC02273	ENST00000499452
AC079340.3	ENST00000666780
AC079340.1	ENST00000504799;ENST00000579090
AC079340.2	ENST00000653378;ENST00000504957
RN7SL446P	ENST00000476053
AC080078.1	ENST00000603643
AC080078.2	ENST00000605407
FBXW7	ENST00000393956;ENST00000296555;ENST00000603548;ENST00000281708;ENST00000603841;ENST00000604872
FBXW7-AS1	ENST00000605147
AC023424.2	ENST00000662406;ENST00000671401
MIR3140	ENST00000583685
MIR4453HG	ENST00000604157
RPS3AP18	ENST00000493479
AC023424.1	ENST00000496058
TMEM154	ENST00000304385;ENST00000613578;ENST00000504064
AC106882.1	ENST00000515789
TIGD4	ENST00000304337
ARFIP1	ENST00000451320;ENST00000429148;ENST00000353617;ENST00000405727;ENST00000356064
NSA2P6	ENST00000511141
AC099339.1	ENST00000516566
FAM192BP	ENST00000414628
AC093599.2	ENST00000653733
FHDC1	ENST00000511601;ENST00000260008
AC093599.1	ENST00000515232;ENST00000662511
TRIM2	ENST00000437508;ENST00000338700;ENST00000494872;ENST00000632856;ENST00000482578
RNU6-1196P	ENST00000516221
ANXA2P1	ENST00000505539
MND1	ENST00000622785;ENST00000240488;ENST00000504860
AC013477.1	ENST00000578990
RN7SL419P	ENST00000471592
TMEM131L	ENST00000409663;ENST00000409959
AC106865.2	ENST00000659875
AC106865.1	ENST00000602666;ENST00000507055
WDR45P1	ENST00000502774
TLR2	ENST00000642580;ENST00000642700;ENST00000260010
RNF175	ENST00000347063
AC020703.1	ENST00000505051;ENST00000516372
SFRP2	ENST00000274063
AC079298.3	ENST00000660197
AC079298.1	ENST00000584770;ENST00000625026
DCHS2	ENST00000357232;ENST00000339452
AC079298.2	ENST00000623885
AC110775.1	ENST00000513721
AC110753.1	ENST00000505711
PLRG1	ENST00000499023;ENST00000302078
RNU6-1285P	ENST00000363480
AC107385.1	ENST00000507985
FGB	ENST00000302068;ENST00000509493
FGA	ENST00000651975;ENST00000403106;ENST00000622532
FGG	ENST00000404648;ENST00000336098;ENST00000405164;ENST00000407946
AC107385.2	ENST00000657791
LRAT	ENST00000507827;ENST00000336356
NDUFB2P1	ENST00000506966
AC009567.1	ENST00000515071
AC009567.2	ENST00000502989
RBM46	ENST00000514866;ENST00000281722;ENST00000510397
RNU2-66P	ENST00000410650
RNU2-44P	ENST00000516795
AC097467.3	ENST00000595229;ENST00000597955;ENST00000602249;ENST00000593486;ENST00000595760;ENST00000597939;ENST00000652141;ENST00000512269;ENST00000508191;ENST00000610249;ENST00000609486;ENST00000599555;ENST00000417474
AC104407.1	ENST00000511017
NPY2R	ENST00000329476;ENST00000506608
AC097467.1	ENST00000513660
MAP9	ENST00000311277;ENST00000650955;ENST00000515654;ENST00000379248
YWHAEP4	ENST00000505390
AC097467.2	ENST00000502884
AC097467.4	ENST00000605504
AC097526.1	ENST00000662537;ENST00000656376
MTCYBP17	ENST00000503579
MTND6P17	ENST00000511811
MTND5P9	ENST00000503854
MTND4P8	ENST00000514997
MTND3P3	ENST00000505004
MTCO3P9	ENST00000506989
MTATP6P9	ENST00000515039
MTCO2P9	ENST00000503214
MTCO1P9	ENST00000505577
MTND2P33	ENST00000506452
MTND1P22	ENST00000510572
AC107208.1	ENST00000669860
GUCY1A1	ENST00000506455;ENST00000621234;ENST00000511108;ENST00000511507;ENST00000455639;ENST00000393832;ENST00000296518;ENST00000513574
AC104083.1	ENST00000569449
GUCY1B1	ENST00000505154;ENST00000652626;ENST00000502959;ENST00000505764;ENST00000507146;ENST00000264424;ENST00000503520;ENST00000513437
ASIC5	ENST00000537611
TDO2	ENST00000536354
CTSO	ENST00000433477
FTH1P21	ENST00000512179
AC108211.1	ENST00000408262
AC096736.3	ENST00000510753
LINC02272	ENST00000511399
AC096736.2	ENST00000507972
AC096736.1	ENST00000512609
PDGFC	ENST00000502773;ENST00000422544
AC092608.1	ENST00000503505
AC092608.3	ENST00000625017
AC092608.2	ENST00000624427
AC093325.1	ENST00000508378
RPPH1-3P	ENST00000516541
GLRB	ENST00000541722;ENST00000264428;ENST00000512619;ENST00000509282
RNU6-582P	ENST00000362989
GRIA2	ENST00000507898;ENST00000393815;ENST00000645636;ENST00000296526;ENST00000264426
AC112240.1	ENST00000511007
AC079233.1	ENST00000578227
AC093817.2	ENST00000652341
LINC02433	ENST00000507108
AC093817.1	ENST00000408691;ENST00000507296
AC017037.1	ENST00000508460
AC017037.3	ENST00000625016
AC017037.5	ENST00000658855
AC084740.1	ENST00000660468
AC017037.4	ENST00000624526
AC017037.2	ENST00000513850
AC098679.2	ENST00000624241
AC098679.3	ENST00000624394
GASK1B	ENST00000585682;ENST00000296530;ENST00000393807;ENST00000592057
FAM198B-AS1	ENST00000503611;ENST00000505532
AC098679.5	ENST00000654308
NUDT19P5	ENST00000505620
AC098679.1	ENST00000513067
TMEM144	ENST00000509278;ENST00000514558;ENST00000296529
AC098679.4	ENST00000666585
AIDAP2	ENST00000512016;ENST00000514881
RXFP1	ENST00000460056;ENST00000613319;ENST00000423548;ENST00000448688;ENST00000307765;ENST00000343542;ENST00000470033
RNU4-79P	ENST00000362764
AC121161.1	ENST00000510606
AC121161.2	ENST00000502566
C4orf46	ENST00000379205;ENST00000508457
ETFDH	ENST00000511912;ENST00000307738
PPID	ENST00000307720
FNIP2	ENST00000264433
RNU6-128P	ENST00000383976
C4orf45	ENST00000434826
AC093700.1	ENST00000408387
AC093700.2	ENST00000503348
FABP5P12	ENST00000515543
RAPGEF2	ENST00000644474;ENST00000644902;ENST00000264431
AC095064.1	ENST00000577188
MIR3688-2	ENST00000583455
AC105316.1	ENST00000401270
AC074344.1	ENST00000512823
AC074344.2	ENST00000502846
LINC02233	ENST00000513718
AC093853.1	ENST00000515689
LINC02477	ENST00000512652
RPS14P7	ENST00000473701
AC106860.1	ENST00000408435
AC104793.1	ENST00000508189
FSTL5	ENST00000306100;ENST00000379164;ENST00000427802
AC023136.1	ENST00000513093
MTHFD2P4	ENST00000515074
TOMM22P4	ENST00000511318
AC021134.1	ENST00000655347;ENST00000661387;ENST00000661972
AC021134.2	ENST00000662873
AC084752.1	ENST00000509766
AC022272.1	ENST00000503478
NAF1	ENST00000509434;ENST00000422287;ENST00000274054
AC079238.1	ENST00000509840
NPY1R	ENST00000296533;ENST00000509586
NPY5R	ENST00000338566;ENST00000515560;ENST00000506953
RPL35AP12	ENST00000425362
TKTL2	ENST00000280605
TMA16	ENST00000513272;ENST00000513134;ENST00000358572;ENST00000508268
AC093788.1	ENST00000577895;ENST00000609356
MARCHF1	ENST00000274056;ENST00000503008;ENST00000514618;ENST00000339875
RN7SKP105	ENST00000517192
AC112247.1	ENST00000436268
AC105250.1	ENST00000509378
ANP32C	ENST00000512835
AC074198.1	ENST00000508153
RNU6-284P	ENST00000411105
CHORDC1P3	ENST00000506546
SMIM31	ENST00000515485;ENST00000507311
RNU6-668P	ENST00000364180
APELA	ENST00000507152;ENST00000515275
TRIM60P14	ENST00000513444
AC106872.3	ENST00000495104
AC106872.12	ENST00000649025
FAM218BP	ENST00000408897
AC106872.10	ENST00000605838
AC106872.5	ENST00000514228
NACA3P	ENST00000359690
AC106872.1	ENST00000512492
TRIM61	ENST00000329314;ENST00000508856
FAM218A	ENST00000513876
AC106872.4	ENST00000510050
AC106872.9	ENST00000503778
AC106872.8	ENST00000512437
AC106872.2	ENST00000494303
TRIM60	ENST00000647760;ENST00000512596;ENST00000508504;ENST00000341062
AC106872.11	ENST00000622170
AC106872.7	ENST00000507651
AC106872.6	ENST00000508621
TRIM75P	ENST00000503032
RP11-219C20.3	ENST00000610019
TMEM192	ENST00000306480;ENST00000506087
KLHL2	ENST00000226725;ENST00000514860;ENST00000538127;ENST00000421009;ENST00000506761
RNU4-87P	ENST00000364104
GK3P	ENST00000505354
MSMO1	ENST00000261507;ENST00000393766;ENST00000504317
CPE	ENST00000402744
MIR578	ENST00000384828
HADHAP1	ENST00000514498
SCGB1D5P	ENST00000515134
NOL8P1	ENST00000508336
AC080079.2	ENST00000657783
AC080079.1	ENST00000509326
LINC01179	ENST00000507838
TLL1	ENST00000061240;ENST00000507499;ENST00000513213
RNA5SP170	ENST00000517150
AC093874.1	ENST00000583187
AC097487.1	ENST00000514134
SPOCK3	ENST00000541354;ENST00000357545;ENST00000357154;ENST00000421836;ENST00000504953;ENST00000511531;ENST00000506886;ENST00000535728;ENST00000510741;ENST00000502330;ENST00000512681;ENST00000511269;ENST00000512648
RNA5SP171	ENST00000391071
AC079349.1	ENST00000509096
RN7SL776P	ENST00000493390
PHBP14	ENST00000512887
RN7SKP188	ENST00000410789
AC105148.1	ENST00000604961
AC116634.1	ENST00000506926
ANXA10	ENST00000359299
AC068989.1	ENST00000654434
DDX60	ENST00000393743
DDX60L	ENST00000260184;ENST00000511577;ENST00000505890
PALLD	ENST00000505667;ENST00000261509;ENST00000512127;ENST00000507735
BTF3L4P4	ENST00000506381
PALLD-AS1	ENST00000507842
RNU6-1336P	ENST00000383886
RPL9P16	ENST00000491923
AC080188.1	ENST00000508985
AC080188.2	ENST00000624842
CBR4	ENST00000306193;ENST00000504480
RNU6-853P	ENST00000364306
RNY4P17	ENST00000364948
AC021151.1	ENST00000506933
SH3RF1	ENST00000284637
RPL6P12	ENST00000472250
AC096741.1	ENST00000510225
NEK1	ENST00000507142;ENST00000439128;ENST00000511633;ENST00000510533;ENST00000512193
AC084724.1	ENST00000657874
CLCN3	ENST00000347613;ENST00000360642;ENST00000513761;ENST00000613795;ENST00000504131
HPF1	ENST00000393381
AC106878.1	ENST00000582776
PTGES3P3	ENST00000511479
AC079768.1	ENST00000503181
AC079768.3	ENST00000653930
AC079768.4	ENST00000657288
LINC02275	ENST00000508313
AC079768.2	ENST00000669514
AC084866.2	ENST00000509956;ENST00000660605
AC084866.1	ENST00000508955
MFAP3L	ENST00000393704;ENST00000361618;ENST00000393702;ENST00000506110
AADAT	ENST00000337664;ENST00000509167;ENST00000515480;ENST00000353187
APOBEC3AP1	ENST00000511396
AC069306.1	ENST00000507006
LINC01612	ENST00000654867
LINC02512	ENST00000509548
AC074255.1	ENST00000511259
HSP90AA6P	ENST00000325407;ENST00000506634
LINC02382	ENST00000515840
AC097486.1	ENST00000515331
RNU6ATAC13P	ENST00000516152
AC034159.2	ENST00000654869
LINC02431	ENST00000503929;ENST00000661044
AC034159.1	ENST00000513885
AC092639.1	ENST00000509651
LINC02504	ENST00000512241
AC074254.2	ENST00000671192
LINC02174	ENST00000651666;ENST00000508977
AC074254.1	ENST00000399152
GALNTL6	ENST00000511251;ENST00000506823;ENST00000508122;ENST00000616459
AC108064.1	ENST00000513791
AC105285.1	ENST00000663396;ENST00000500914;ENST00000661589;ENST00000499322;ENST00000510523;ENST00000660750
